sequence,frame,event_type,gt_id,res_id,score,details
02,240,id_switch,6,551,,Previous result label was 13537 at frame 239.
02,241,id_switch,6,394,,Previous result label was 551 at frame 240.
02,242,id_switch,6,552,,Previous result label was 394 at frame 241.
02,243,id_switch,6,395,,Previous result label was 552 at frame 242.
02,249,id_switch,6,13,,Previous result label was 395 at frame 248.
02,250,id_switch,6,592,,Previous result label was 13 at frame 249.
02,251,id_switch,6,606,,Previous result label was 592 at frame 250.
02,252,id_switch,6,593,,Previous result label was 606 at frame 251.
02,253,id_switch,6,13540,,Previous result label was 593 at frame 252.
02,267,id_switch,6,614,,Previous result label was 13540 at frame 266.
02,268,id_switch,6,594,,Previous result label was 614 at frame 267.
02,269,id_switch,6,615,,Previous result label was 594 at frame 268.
02,270,id_switch,6,595,,Previous result label was 615 at frame 269.
02,271,id_switch,6,616,,Previous result label was 595 at frame 270.
02,272,id_switch,6,596,,Previous result label was 616 at frame 271.
02,273,id_switch,6,617,,Previous result label was 596 at frame 272.
02,274,id_switch,6,597,,Previous result label was 617 at frame 273.
02,275,id_switch,6,618,,Previous result label was 597 at frame 274.
02,276,id_switch,6,598,,Previous result label was 618 at frame 275.
02,277,id_switch,6,619,,Previous result label was 598 at frame 276.
02,278,id_switch,6,599,,Previous result label was 619 at frame 277.
02,279,id_switch,6,620,,Previous result label was 599 at frame 278.
02,281,id_switch,6,13542,,Previous result label was 620 at frame 280.
02,283,id_switch,6,13543,,Previous result label was 13542 at frame 282.
02,141,fragmented_gt_track,6,"7,9,10,13,378,379,380,381,382,383,384,390,394,395,426,474,475,476,477,547,551,552,592,593,594,595,596,597,598,599,606,614,615,616,617,618,619,620,13521,13526,13537,13540,13542,13543",,GT track matched 44 result IDs over time.
02,154,id_switch,7,13524,,Previous result label was 4 at frame 153.
02,164,id_switch,7,8,,Previous result label was 13524 at frame 163.
02,167,id_switch,7,13527,,Previous result label was 8 at frame 166.
02,172,id_switch,7,13528,,Previous result label was 13527 at frame 171.
02,173,id_switch,7,13529,,Previous result label was 13528 at frame 172.
02,174,id_switch,7,13530,,Previous result label was 13529 at frame 173.
02,175,id_switch,7,478,,Previous result label was 13530 at frame 174.
02,176,id_switch,7,463,,Previous result label was 478 at frame 175.
02,210,id_switch,7,384,,Previous result label was 463 at frame 209.
02,214,id_switch,7,428,,Previous result label was 384 at frame 213.
02,215,id_switch,7,385,,Previous result label was 428 at frame 214.
02,216,id_switch,7,429,,Previous result label was 385 at frame 215.
02,217,id_switch,7,386,,Previous result label was 429 at frame 216.
02,218,id_switch,7,430,,Previous result label was 386 at frame 217.
02,219,id_switch,7,387,,Previous result label was 430 at frame 218.
02,220,id_switch,7,431,,Previous result label was 387 at frame 219.
02,221,id_switch,7,388,,Previous result label was 431 at frame 220.
02,222,id_switch,7,432,,Previous result label was 388 at frame 221.
02,223,id_switch,7,389,,Previous result label was 432 at frame 222.
02,227,id_switch,7,434,,Previous result label was 389 at frame 226.
02,228,id_switch,7,390,,Previous result label was 434 at frame 227.
02,231,id_switch,7,10,,Previous result label was 390 at frame 230.
02,233,id_switch,7,390,,Previous result label was 10 at frame 232.
02,234,id_switch,7,548,,Previous result label was 390 at frame 233.
02,235,id_switch,7,391,,Previous result label was 548 at frame 234.
02,236,id_switch,7,549,,Previous result label was 391 at frame 235.
02,237,id_switch,7,392,,Previous result label was 549 at frame 236.
02,238,id_switch,7,550,,Previous result label was 392 at frame 237.
02,239,id_switch,7,393,,Previous result label was 550 at frame 238.
02,240,id_switch,7,12,,Previous result label was 393 at frame 239.
02,243,id_switch,7,13538,,Previous result label was 12 at frame 242.
02,244,id_switch,7,589,,Previous result label was 13538 at frame 243.
02,245,id_switch,7,553,,Previous result label was 589 at frame 244.
02,246,id_switch,7,590,,Previous result label was 553 at frame 245.
02,247,id_switch,7,554,,Previous result label was 590 at frame 246.
02,248,id_switch,7,591,,Previous result label was 554 at frame 247.
02,249,id_switch,7,13539,,Previous result label was 591 at frame 248.
02,253,id_switch,7,607,,Previous result label was 13539 at frame 252.
02,254,id_switch,7,396,,Previous result label was 607 at frame 253.
02,255,id_switch,7,608,,Previous result label was 396 at frame 254.
02,256,id_switch,7,397,,Previous result label was 608 at frame 255.
02,257,id_switch,7,609,,Previous result label was 397 at frame 256.
02,258,id_switch,7,398,,Previous result label was 609 at frame 257.
02,259,id_switch,7,610,,Previous result label was 398 at frame 258.
02,260,id_switch,7,399,,Previous result label was 610 at frame 259.
02,261,id_switch,7,611,,Previous result label was 399 at frame 260.
02,262,id_switch,7,400,,Previous result label was 611 at frame 261.
02,263,id_switch,7,612,,Previous result label was 400 at frame 262.
02,264,id_switch,7,401,,Previous result label was 612 at frame 263.
02,265,id_switch,7,613,,Previous result label was 401 at frame 264.
02,266,id_switch,7,402,,Previous result label was 613 at frame 265.
02,267,id_switch,7,13541,,Previous result label was 402 at frame 266.
02,282,id_switch,7,621,,Previous result label was 13541 at frame 281.
02,283,id_switch,7,403,,Previous result label was 621 at frame 282.
02,284,id_switch,7,622,,Previous result label was 403 at frame 283.
02,285,id_switch,7,404,,Previous result label was 622 at frame 284.
02,286,id_switch,7,623,,Previous result label was 404 at frame 285.
02,287,id_switch,7,405,,Previous result label was 623 at frame 286.
02,288,id_switch,7,624,,Previous result label was 405 at frame 287.
02,289,id_switch,7,406,,Previous result label was 624 at frame 288.
02,290,id_switch,7,625,,Previous result label was 406 at frame 289.
02,291,id_switch,7,407,,Previous result label was 625 at frame 290.
02,292,id_switch,7,626,,Previous result label was 407 at frame 291.
02,293,id_switch,7,408,,Previous result label was 626 at frame 292.
02,294,id_switch,7,627,,Previous result label was 408 at frame 293.
02,295,id_switch,7,409,,Previous result label was 627 at frame 294.
02,296,id_switch,7,628,,Previous result label was 409 at frame 295.
02,297,id_switch,7,410,,Previous result label was 628 at frame 296.
02,298,id_switch,7,629,,Previous result label was 410 at frame 297.
02,299,id_switch,7,411,,Previous result label was 629 at frame 298.
02,300,id_switch,7,630,,Previous result label was 411 at frame 299.
02,301,id_switch,7,412,,Previous result label was 630 at frame 300.
02,302,id_switch,7,631,,Previous result label was 412 at frame 301.
02,303,id_switch,7,413,,Previous result label was 631 at frame 302.
02,304,id_switch,7,632,,Previous result label was 413 at frame 303.
02,305,id_switch,7,414,,Previous result label was 632 at frame 304.
02,306,id_switch,7,633,,Previous result label was 414 at frame 305.
02,307,id_switch,7,415,,Previous result label was 633 at frame 306.
02,313,id_switch,7,14,,Previous result label was 415 at frame 312.
02,314,id_switch,7,416,,Previous result label was 14 at frame 313.
02,315,id_switch,7,763,,Previous result label was 416 at frame 314.
02,316,id_switch,7,417,,Previous result label was 763 at frame 315.
02,317,id_switch,7,764,,Previous result label was 417 at frame 316.
02,318,id_switch,7,418,,Previous result label was 764 at frame 317.
02,319,id_switch,7,765,,Previous result label was 418 at frame 318.
02,320,id_switch,7,419,,Previous result label was 765 at frame 319.
02,321,id_switch,7,766,,Previous result label was 419 at frame 320.
02,329,id_switch,7,13545,,Previous result label was 766 at frame 328.
02,330,id_switch,7,767,,Previous result label was 13545 at frame 329.
02,331,id_switch,7,645,,Previous result label was 767 at frame 330.
02,332,id_switch,7,768,,Previous result label was 645 at frame 331.
02,333,id_switch,7,646,,Previous result label was 768 at frame 332.
02,334,id_switch,7,769,,Previous result label was 646 at frame 333.
02,335,id_switch,7,647,,Previous result label was 769 at frame 334.
02,336,id_switch,7,770,,Previous result label was 647 at frame 335.
02,337,id_switch,7,648,,Previous result label was 770 at frame 336.
02,338,id_switch,7,771,,Previous result label was 648 at frame 337.
02,339,id_switch,7,649,,Previous result label was 771 at frame 338.
02,340,id_switch,7,772,,Previous result label was 649 at frame 339.
02,341,id_switch,7,650,,Previous result label was 772 at frame 340.
02,342,id_switch,7,773,,Previous result label was 650 at frame 341.
02,343,id_switch,7,651,,Previous result label was 773 at frame 342.
02,344,id_switch,7,774,,Previous result label was 651 at frame 343.
02,345,id_switch,7,652,,Previous result label was 774 at frame 344.
02,346,id_switch,7,775,,Previous result label was 652 at frame 345.
02,347,id_switch,7,653,,Previous result label was 775 at frame 346.
02,348,id_switch,7,776,,Previous result label was 653 at frame 347.
02,349,id_switch,7,654,,Previous result label was 776 at frame 348.
02,350,id_switch,7,777,,Previous result label was 654 at frame 349.
02,351,id_switch,7,655,,Previous result label was 777 at frame 350.
02,352,id_switch,7,778,,Previous result label was 655 at frame 351.
02,353,id_switch,7,656,,Previous result label was 778 at frame 352.
02,354,id_switch,7,779,,Previous result label was 656 at frame 353.
02,355,id_switch,7,657,,Previous result label was 779 at frame 354.
02,356,id_switch,7,780,,Previous result label was 657 at frame 355.
02,357,id_switch,7,658,,Previous result label was 780 at frame 356.
02,358,id_switch,7,781,,Previous result label was 658 at frame 357.
02,359,id_switch,7,659,,Previous result label was 781 at frame 358.
02,360,id_switch,7,782,,Previous result label was 659 at frame 359.
02,361,id_switch,7,660,,Previous result label was 782 at frame 360.
02,362,id_switch,7,783,,Previous result label was 660 at frame 361.
02,363,id_switch,7,661,,Previous result label was 783 at frame 362.
02,364,id_switch,7,784,,Previous result label was 661 at frame 363.
02,365,id_switch,7,662,,Previous result label was 784 at frame 364.
02,366,id_switch,7,785,,Previous result label was 662 at frame 365.
02,367,id_switch,7,663,,Previous result label was 785 at frame 366.
02,368,id_switch,7,786,,Previous result label was 663 at frame 367.
02,369,id_switch,7,664,,Previous result label was 786 at frame 368.
02,370,id_switch,7,787,,Previous result label was 664 at frame 369.
02,371,id_switch,7,665,,Previous result label was 787 at frame 370.
02,372,id_switch,7,788,,Previous result label was 665 at frame 371.
02,373,id_switch,7,666,,Previous result label was 788 at frame 372.
02,374,id_switch,7,789,,Previous result label was 666 at frame 373.
02,375,id_switch,7,667,,Previous result label was 789 at frame 374.
02,376,id_switch,7,790,,Previous result label was 667 at frame 375.
02,377,id_switch,7,668,,Previous result label was 790 at frame 376.
02,378,id_switch,7,791,,Previous result label was 668 at frame 377.
02,379,id_switch,7,669,,Previous result label was 791 at frame 378.
02,380,id_switch,7,792,,Previous result label was 669 at frame 379.
02,381,id_switch,7,670,,Previous result label was 792 at frame 380.
02,382,id_switch,7,793,,Previous result label was 670 at frame 381.
02,383,id_switch,7,671,,Previous result label was 793 at frame 382.
02,384,id_switch,7,794,,Previous result label was 671 at frame 383.
02,385,id_switch,7,672,,Previous result label was 794 at frame 384.
02,386,id_switch,7,795,,Previous result label was 672 at frame 385.
02,387,id_switch,7,673,,Previous result label was 795 at frame 386.
02,388,id_switch,7,796,,Previous result label was 673 at frame 387.
02,389,id_switch,7,674,,Previous result label was 796 at frame 388.
02,390,id_switch,7,797,,Previous result label was 674 at frame 389.
02,391,id_switch,7,675,,Previous result label was 797 at frame 390.
02,392,id_switch,7,798,,Previous result label was 675 at frame 391.
02,393,id_switch,7,676,,Previous result label was 798 at frame 392.
02,394,id_switch,7,799,,Previous result label was 676 at frame 393.
02,395,id_switch,7,677,,Previous result label was 799 at frame 394.
02,396,id_switch,7,800,,Previous result label was 677 at frame 395.
02,397,id_switch,7,678,,Previous result label was 800 at frame 396.
02,398,id_switch,7,801,,Previous result label was 678 at frame 397.
02,399,id_switch,7,679,,Previous result label was 801 at frame 398.
02,141,fragmented_gt_track,7,"4,8,10,12,14,384,385,386,387,388,389,390,391,392,393,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,428,429,430,431,432,434,463,478,548,549,550,553,554,589,590,591,607,608,609,610,611,612,613,621,622,623,624,625,626,627,628,629,630,631,632,633,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,781,782,783,784,785,786,787,788,789,790,791,792,793,794,795,796,797,798,799,800,801,13524,13527,13528,13529,13530,13538,13539,13541,13545",,GT track matched 158 result IDs over time.
02,401,id_switch,10,13546,,Previous result label was 16 at frame 400.
02,402,id_switch,10,1393,,Previous result label was 13546 at frame 401.
02,403,id_switch,10,803,,Previous result label was 1393 at frame 402.
02,404,id_switch,10,1394,,Previous result label was 803 at frame 403.
02,405,id_switch,10,804,,Previous result label was 1394 at frame 404.
02,406,id_switch,10,1395,,Previous result label was 804 at frame 405.
02,407,id_switch,10,805,,Previous result label was 1395 at frame 406.
02,408,id_switch,10,1396,,Previous result label was 805 at frame 407.
02,409,id_switch,10,806,,Previous result label was 1396 at frame 408.
02,410,id_switch,10,1397,,Previous result label was 806 at frame 409.
02,411,id_switch,10,807,,Previous result label was 1397 at frame 410.
02,412,id_switch,10,1398,,Previous result label was 807 at frame 411.
02,413,id_switch,10,808,,Previous result label was 1398 at frame 412.
02,414,id_switch,10,1399,,Previous result label was 808 at frame 413.
02,415,id_switch,10,809,,Previous result label was 1399 at frame 414.
02,416,id_switch,10,1400,,Previous result label was 809 at frame 415.
02,417,id_switch,10,810,,Previous result label was 1400 at frame 416.
02,418,id_switch,10,1401,,Previous result label was 810 at frame 417.
02,419,id_switch,10,811,,Previous result label was 1401 at frame 418.
02,420,id_switch,10,1402,,Previous result label was 811 at frame 419.
02,421,id_switch,10,812,,Previous result label was 1402 at frame 420.
02,422,id_switch,10,1403,,Previous result label was 812 at frame 421.
02,423,id_switch,10,813,,Previous result label was 1403 at frame 422.
02,424,id_switch,10,1404,,Previous result label was 813 at frame 423.
02,425,id_switch,10,814,,Previous result label was 1404 at frame 424.
02,426,id_switch,10,1405,,Previous result label was 814 at frame 425.
02,427,id_switch,10,815,,Previous result label was 1405 at frame 426.
02,428,id_switch,10,1406,,Previous result label was 815 at frame 427.
02,429,id_switch,10,816,,Previous result label was 1406 at frame 428.
02,430,id_switch,10,1407,,Previous result label was 816 at frame 429.
02,431,id_switch,10,817,,Previous result label was 1407 at frame 430.
02,434,id_switch,10,1409,,Previous result label was 817 at frame 433.
02,435,id_switch,10,818,,Previous result label was 1409 at frame 434.
02,436,id_switch,10,1410,,Previous result label was 818 at frame 435.
02,437,id_switch,10,819,,Previous result label was 1410 at frame 436.
02,438,id_switch,10,1411,,Previous result label was 819 at frame 437.
02,439,id_switch,10,820,,Previous result label was 1411 at frame 438.
02,440,id_switch,10,1412,,Previous result label was 820 at frame 439.
02,441,id_switch,10,821,,Previous result label was 1412 at frame 440.
02,442,id_switch,10,1413,,Previous result label was 821 at frame 441.
02,443,id_switch,10,822,,Previous result label was 1413 at frame 442.
02,444,id_switch,10,1414,,Previous result label was 822 at frame 443.
02,445,id_switch,10,823,,Previous result label was 1414 at frame 444.
02,447,id_switch,10,13551,,Previous result label was 823 at frame 446.
02,448,id_switch,10,13552,,Previous result label was 13551 at frame 447.
02,449,id_switch,10,1429,,Previous result label was 13552 at frame 448.
02,450,id_switch,10,1416,,Previous result label was 1429 at frame 449.
02,451,id_switch,10,1430,,Previous result label was 1416 at frame 450.
02,452,id_switch,10,1417,,Previous result label was 1430 at frame 451.
02,453,id_switch,10,1431,,Previous result label was 1417 at frame 452.
02,454,id_switch,10,1418,,Previous result label was 1431 at frame 453.
02,455,id_switch,10,1432,,Previous result label was 1418 at frame 454.
02,456,id_switch,10,1419,,Previous result label was 1432 at frame 455.
02,458,id_switch,10,13553,,Previous result label was 1419 at frame 457.
02,460,id_switch,10,680,,Previous result label was 13553 at frame 459.
02,461,id_switch,10,1434,,Previous result label was 680 at frame 460.
02,462,id_switch,10,681,,Previous result label was 1434 at frame 461.
02,463,id_switch,10,1435,,Previous result label was 681 at frame 462.
02,464,id_switch,10,682,,Previous result label was 1435 at frame 463.
02,465,id_switch,10,1436,,Previous result label was 682 at frame 464.
02,466,id_switch,10,683,,Previous result label was 1436 at frame 465.
02,467,id_switch,10,1437,,Previous result label was 683 at frame 466.
02,468,id_switch,10,684,,Previous result label was 1437 at frame 467.
02,469,id_switch,10,1438,,Previous result label was 684 at frame 468.
02,470,id_switch,10,685,,Previous result label was 1438 at frame 469.
02,471,id_switch,10,1439,,Previous result label was 685 at frame 470.
02,472,id_switch,10,686,,Previous result label was 1439 at frame 471.
02,473,id_switch,10,1440,,Previous result label was 686 at frame 472.
02,474,id_switch,10,687,,Previous result label was 1440 at frame 473.
02,475,id_switch,10,1441,,Previous result label was 687 at frame 474.
02,542,id_switch,10,13560,,Previous result label was 1441 at frame 541.
02,543,id_switch,10,1442,,Previous result label was 13560 at frame 542.
02,544,id_switch,10,1053,,Previous result label was 1442 at frame 543.
02,545,id_switch,10,1443,,Previous result label was 1053 at frame 544.
02,546,id_switch,10,1054,,Previous result label was 1443 at frame 545.
02,547,id_switch,10,1444,,Previous result label was 1054 at frame 546.
02,548,id_switch,10,1055,,Previous result label was 1444 at frame 547.
02,549,id_switch,10,1445,,Previous result label was 1055 at frame 548.
02,550,id_switch,10,1056,,Previous result label was 1445 at frame 549.
02,551,id_switch,10,1446,,Previous result label was 1056 at frame 550.
02,552,id_switch,10,1057,,Previous result label was 1446 at frame 551.
02,553,id_switch,10,1447,,Previous result label was 1057 at frame 552.
02,554,id_switch,10,1058,,Previous result label was 1447 at frame 553.
02,555,id_switch,10,1448,,Previous result label was 1058 at frame 554.
02,556,id_switch,10,1059,,Previous result label was 1448 at frame 555.
02,557,id_switch,10,1449,,Previous result label was 1059 at frame 556.
02,558,id_switch,10,1060,,Previous result label was 1449 at frame 557.
02,559,id_switch,10,1450,,Previous result label was 1060 at frame 558.
02,560,id_switch,10,1061,,Previous result label was 1450 at frame 559.
02,561,id_switch,10,1451,,Previous result label was 1061 at frame 560.
02,562,id_switch,10,1062,,Previous result label was 1451 at frame 561.
02,563,id_switch,10,1452,,Previous result label was 1062 at frame 562.
02,564,id_switch,10,1063,,Previous result label was 1452 at frame 563.
02,565,id_switch,10,1453,,Previous result label was 1063 at frame 564.
02,566,id_switch,10,1064,,Previous result label was 1453 at frame 565.
02,567,id_switch,10,1454,,Previous result label was 1064 at frame 566.
02,568,id_switch,10,1065,,Previous result label was 1454 at frame 567.
02,569,id_switch,10,1455,,Previous result label was 1065 at frame 568.
02,570,id_switch,10,1066,,Previous result label was 1455 at frame 569.
02,571,id_switch,10,1456,,Previous result label was 1066 at frame 570.
02,572,id_switch,10,1067,,Previous result label was 1456 at frame 571.
02,573,id_switch,10,1457,,Previous result label was 1067 at frame 572.
02,574,id_switch,10,1068,,Previous result label was 1457 at frame 573.
02,575,id_switch,10,1458,,Previous result label was 1068 at frame 574.
02,576,id_switch,10,1069,,Previous result label was 1458 at frame 575.
02,577,id_switch,10,1459,,Previous result label was 1069 at frame 576.
02,578,id_switch,10,1070,,Previous result label was 1459 at frame 577.
02,579,id_switch,10,1460,,Previous result label was 1070 at frame 578.
02,580,id_switch,10,1071,,Previous result label was 1460 at frame 579.
02,581,id_switch,10,1461,,Previous result label was 1071 at frame 580.
02,582,id_switch,10,1072,,Previous result label was 1461 at frame 581.
02,583,id_switch,10,1462,,Previous result label was 1072 at frame 582.
02,584,id_switch,10,1073,,Previous result label was 1462 at frame 583.
02,585,id_switch,10,1463,,Previous result label was 1073 at frame 584.
02,586,id_switch,10,1074,,Previous result label was 1463 at frame 585.
02,587,id_switch,10,1464,,Previous result label was 1074 at frame 586.
02,588,id_switch,10,1075,,Previous result label was 1464 at frame 587.
02,589,id_switch,10,1465,,Previous result label was 1075 at frame 588.
02,590,id_switch,10,1076,,Previous result label was 1465 at frame 589.
02,591,id_switch,10,1466,,Previous result label was 1076 at frame 590.
02,592,id_switch,10,1077,,Previous result label was 1466 at frame 591.
02,593,id_switch,10,1467,,Previous result label was 1077 at frame 592.
02,594,id_switch,10,1078,,Previous result label was 1467 at frame 593.
02,595,id_switch,10,1468,,Previous result label was 1078 at frame 594.
02,596,id_switch,10,1079,,Previous result label was 1468 at frame 595.
02,628,id_switch,10,708,,Previous result label was 1079 at frame 627.
02,629,id_switch,10,1080,,Previous result label was 708 at frame 628.
02,630,id_switch,10,709,,Previous result label was 1080 at frame 629.
02,400,fragmented_gt_track,10,"16,680,681,682,683,684,685,686,687,708,709,803,804,805,806,807,808,809,810,811,812,813,814,815,816,817,818,819,820,821,822,823,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1409,1410,1411,1412,1413,1414,1416,1417,1418,1419,1429,1430,1431,1432,1434,1435,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1464,1465,1466,1467,1468,13546,13551,13552,13553,13560",,GT track matched 129 result IDs over time.
02,401,id_switch,11,680,,Previous result label was 802 at frame 400.
02,460,id_switch,11,13554,,Previous result label was 680 at frame 459.
02,400,fragmented_gt_track,11,"680,802,13554",,GT track matched 3 result IDs over time.
02,475,id_switch,13,13555,,Previous result label was 13547 at frame 474.
02,476,id_switch,13,1020,,Previous result label was 13555 at frame 475.
02,477,id_switch,13,827,,Previous result label was 1020 at frame 476.
02,478,id_switch,13,1021,,Previous result label was 827 at frame 477.
02,479,id_switch,13,828,,Previous result label was 1021 at frame 478.
02,480,id_switch,13,1022,,Previous result label was 828 at frame 479.
02,481,id_switch,13,829,,Previous result label was 1022 at frame 480.
02,482,id_switch,13,1023,,Previous result label was 829 at frame 481.
02,483,id_switch,13,830,,Previous result label was 1023 at frame 482.
02,484,id_switch,13,1024,,Previous result label was 830 at frame 483.
02,485,id_switch,13,831,,Previous result label was 1024 at frame 484.
02,486,id_switch,13,1025,,Previous result label was 831 at frame 485.
02,487,id_switch,13,832,,Previous result label was 1025 at frame 486.
02,488,id_switch,13,1026,,Previous result label was 832 at frame 487.
02,489,id_switch,13,833,,Previous result label was 1026 at frame 488.
02,490,id_switch,13,1027,,Previous result label was 833 at frame 489.
02,491,id_switch,13,834,,Previous result label was 1027 at frame 490.
02,492,id_switch,13,1028,,Previous result label was 834 at frame 491.
02,493,id_switch,13,835,,Previous result label was 1028 at frame 492.
02,494,id_switch,13,1029,,Previous result label was 835 at frame 493.
02,495,id_switch,13,836,,Previous result label was 1029 at frame 494.
